key,B_Index,N_Index,Cl_Index,Conf_id,source_TS_G_hartree,base_log_exists,fallback_log_exists,log_file,log_exists,status,error_type,error,electronic_energy_hartree,gibbs_rrho_hartree,gibbs_qharm_hartree,gibbs_qrrho_hartree,gibbs_full_qrrho_hartree,rrho_g_corr_hartree,qharm_g_corr_hartree,temperature_K,frequency_cutoff_cm_1,n_real_frequencies,n_low_positive_frequencies,min_positive_frequency_cm_1,low_positive_frequencies_cm_1,elapsed_seconds
B_00421_LB_00333_Cl_00488,421,333,488,10,-2035.917706,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00421_Nu_00333_Cl_00488_0010.log,True,ok,,,-2036.27412514,-2036.0757980940664,-2036.069985807546,-2036.0706094872833,-2036.0754743331624,0.19832704593363412,0.2041393324542206,298.15,100.0,107,9,13.9767,"[13.9767, 17.3454, 38.9093, 54.2025, 69.8285, 78.9461, 83.9915, 90.0262, 94.8595]",0.47331569995731115
B_00422_LB_00011_Cl_00483,422,11,483,11,-2493.890229,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00011_Cl_00483_0011.log,True,ok,,,-2494.29497787,-2493.9831441061815,-2493.9767649004157,-2493.977500684409,-2493.98291475866,0.311833763818258,0.31821296958435974,298.15,100.0,146,9,17.1983,"[17.1983, 25.2121, 40.4279, 43.7099, 53.5713, 59.4701, 71.5224, 74.0548, 84.8273]",0.5839870998170227
B_00422_LB_00011_Cl_00492,422,11,492,10,-2364.449132,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00011_Cl_00492_0010.log,True,ok,,,-2364.84871733,-2364.5369648798387,-2364.5280679318535,-2364.5300177447507,-2364.5352884922854,0.31175245016125397,0.3206493981463756,298.15,100.0,143,9,9.4051,"[9.4051, 13.7598, 21.2157, 33.1614, 37.3602, 54.1463, 58.8123, 76.4227, 91.637]",0.5498277000151575
B_00422_LB_00195_Cl_00483,422,195,483,0,-2831.236378,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00195_Cl_00483_0000.log,True,ok,,,-2831.67117413,-2831.3990842926883,-2831.3893745259297,-2831.391099203491,-2831.397677469691,0.2720898373119613,0.28179960407017757,298.15,100.0,149,12,14.8675,"[14.8675, 18.0647, 22.0707, 28.7776, 35.2037, 37.2303, 49.6849, 62.3862, 72.9298, 77.8969, 88.334, 90.8529]",0.127545400056988
B_00422_LB_00292_Cl_00483,422,292,483,0,-2594.994857,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00292_Cl_00483_0000.log,True,ok,,,-2595.29567331,-2595.138522602035,-2595.1314888707193,-2595.1323778711094,-2595.1379494416065,0.157150707964997,0.16418443928053877,298.15,100.0,110,10,14.2415,"[14.2415, 27.5245, 38.2039, 42.5446, 45.6871, 52.8187, 67.6397, 74.853, 78.4795, 89.306]",0.490163000067696
B_00422_LB_00302_Cl_00483,422,302,483,0,-2594.972366,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00302_Cl_00483_0000.log,True,ok,,,-2595.26903754,-2595.1130485343197,-2595.105498849338,-2595.106595721828,-2595.112259333661,0.15598900568058943,0.16353869066237106,298.15,100.0,110,11,13.4116,"[13.4116, 20.2927, 31.9873, 42.7944, 49.2753, 55.7607, 67.9798, 71.0419, 80.1202, 82.4466, 96.527]",0.16357860015705228
B_00422_LB_00306_Cl_00479,422,306,479,0,-2770.586597,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00306_Cl_00479_0000.log,True,ok,,,-2771.00304964,-2770.787861660572,-2770.7777792203397,-2770.779743049219,-2770.7861306305676,0.21518797942774526,0.22527041966042272,298.15,100.0,134,11,11.646,"[11.646, 13.9732, 22.8901, 30.8776, 34.7279, 40.0976, 52.1355, 57.6443, 68.8138, 77.1663, 83.3019]",0.40685189981013536
B_00422_LB_00306_Cl_00483,422,306,483,0,-2594.981244,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00306_Cl_00483_0000.log,True,ok,,,-2595.27488217,-2595.1204620196786,-2595.111529501199,-2595.113164953778,-2595.11900600576,0.1544201503215717,0.16335266880126842,298.15,100.0,110,10,13.6753,"[13.6753, 17.4051, 27.4298, 28.2193, 39.8517, 45.533, 51.8044, 65.1491, 68.737, 93.4926]",0.29824719997122884
B_00422_LB_00306_Cl_00485,422,306,485,10,-2616.98613,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00306_Cl_00485_0010.log,True,ok,,,-2617.31607048,-2617.1450950975345,-2617.1363136377863,-2617.1378764239366,-2617.1437016790233,0.1709753824651558,0.17975684221328425,298.15,100.0,116,10,13.3721,"[13.3721, 19.9702, 24.091, 29.265, 36.5922, 43.5833, 53.2851, 69.3615, 80.5886, 95.3656]",0.3347395001910627
B_00422_LB_00306_Cl_00514,422,306,514,10,-2988.239143,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00306_Cl_00514_0010.log,True,ok,,,-2988.46683886,-2988.323380307061,-2988.312868000161,-2988.3150358468715,-2988.3214324838013,0.1434585529385392,0.15397085983901515,298.15,100.0,116,11,10.8737,"[10.8737, 14.4017, 19.3647, 25.9635, 29.5376, 38.8865, 54.2699, 58.7727, 67.3573, 70.4386, 98.7824]",0.27573960018344223
B_00422_LB_00366_Cl_00483,422,366,483,10,-2977.354512,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00366_Cl_00483_0010.log,True,ok,,,-2977.71968543,-2977.504351779198,-2977.4946820641135,-2977.4963530703913,-2977.50294289294,0.2153336508021772,0.2250033658865922,298.15,100.0,137,12,15.6939,"[15.6939, 20.3029, 26.4876, 27.9195, 31.27, 33.7612, 52.146, 60.6221, 70.8585, 77.7816, 82.4236, 92.1632]",0.23072240012697875
B_00422_LB_00367_Cl_00483,422,367,483,10,-2717.714582,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00367_Cl_00483_0010.log,True,ok,,,-2718.14888893,-2717.8975316060046,-2717.888339794237,-2717.8900879718335,-2717.8959877648535,0.25135732399530997,0.260549135762954,298.15,100.0,140,11,11.3663,"[11.3663, 17.9717, 25.7991, 31.2666, 36.5059, 43.747, 55.5596, 68.0, 77.1955, 80.1185, 89.3758]",0.1701290998607874
B_00422_LB_00377_Cl_00483,422,377,483,0,-2584.018168,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00377_Cl_00483_0000.log,True,ok,,,-2584.34834539,-2584.1526968465178,-2584.1457030959564,-2584.1467114988736,-2584.1520058270316,0.19564854348207644,0.20264229404336903,298.15,100.0,119,9,19.7688,"[19.7688, 27.5647, 36.2654, 38.4579, 45.8827, 53.3338, 60.8066, 68.7818, 73.1207]",0.3971198999788612
B_00422_LB_00377_Cl_00485,422,377,485,10,-2606.017603,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00422_Nu_00377_Cl_00485_0010.log,True,ok,,,-2606.38409084,-2606.173728331469,-2606.1659742132024,-2606.1673006350557,-2606.1726825289375,0.21036250853092806,0.21811662679791605,298.15,100.0,125,9,15.7946,"[15.7946, 22.4876, 28.2455, 35.6582, 42.4333, 48.9193, 59.7468, 71.4779, 80.1149]",0.3563657000195235
B_00423_LB_00006_Cl_00480,423,6,480,1,-1946.677384,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00006_Cl_00480_0001.log,True,ok,,,-1946.97769551,-1946.7789887689946,-1946.7725492545685,-1946.7734693822001,-1946.7781934739428,0.1987067410054727,0.20514625543156373,298.15,100.0,101,9,15.1384,"[15.1384, 19.0003, 28.5, 35.6426, 70.1455, 76.577, 81.5287, 85.8466, 94.3649]",0.09272189997136593
B_00423_LB_00006_Cl_00483,423,6,483,12,-1891.299444,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00006_Cl_00483_0012.log,True,ok,,,-1891.58042377,-1891.39900983331,-1891.3927479801766,-1891.393674761619,-1891.3982338438334,0.18141393668986538,0.1876757898231897,298.15,100.0,95,9,12.1636,"[12.1636, 22.1563, 24.8949, 48.1468, 72.4211, 75.9293, 81.4456, 88.7141, 97.6986]",0.09907109988853335
B_00423_LB_00014_Cl_00480,423,14,480,0,-1874.766181,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00014_Cl_00480_0000.log,True,ok,,,-1875.12847697,-1874.881022012717,-1874.8755264685842,-1874.8761638037242,-1874.8805295872112,0.24745495728313385,0.2529505014159624,298.15,100.0,113,8,13.325,"[13.325, 29.4816, 39.4914, 43.6217, 60.8635, 78.036, 90.4706, 97.3979]",0.1700012998189777
B_00423_LB_00016_Cl_00480,423,16,480,0,-1875.996169,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00016_Cl_00480_0000.log,True,ok,,,-1876.37590437,-1876.1050269731047,-1876.099226667717,-1876.0998512802641,-1876.1046252636647,0.2708773968953106,0.2766777022828994,298.15,100.0,119,9,14.5361,"[14.5361, 25.1947, 35.8708, 50.5823, 67.5858, 73.3235, 76.3453, 84.545, 96.0152]",0.1159810998942703
B_00423_LB_00021_Cl_00480,423,21,480,10,-1794.968682,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00021_Cl_00480_0010.log,True,ok,,,-1795.23791277,-1795.06908921546,-1795.0642407500259,-1795.0646848995302,-1795.068728411769,0.1688235545400264,0.1736720199743158,298.15,100.0,89,8,20.004,"[20.004, 26.3455, 34.4428, 63.5355, 71.752, 75.3693, 94.1913, 95.9744]",0.07401440013200045
B_00423_LB_00025_Cl_00553,423,25,553,10,-1097.456762,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00025_Cl_00553_0010.log,True,ok,,,-1097.8084265,-1097.5434612483496,-1097.5389891938119,-1097.5395497023908,-1097.542991928945,0.26496525165054696,0.2694373061880876,298.15,100.0,104,5,19.3716,"[19.3716, 28.4022, 37.8364, 57.4578, 70.6089]",0.1233101999387145
B_00423_LB_00028_Cl_00480,423,28,480,0,-1872.640978,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00028_Cl_00480_0000.log,True,ok,,,-1872.95276801,-1872.7319869867038,-1872.727567224314,-1872.7279198511494,-1872.7318421039533,0.22078102329625687,0.22520078568588123,298.15,100.0,104,7,23.7006,"[23.7006, 26.9233, 36.2051, 58.9927, 78.8715, 86.4203, 95.9164]",0.32846980006434023
B_00423_LB_00029_Cl_00480,423,29,480,0,-1758.136838,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00029_Cl_00480_0000.log,True,ok,,,-1758.41816822,-1758.2280321975575,-1758.2236677647663,-1758.2240682697973,-1758.2277797462707,0.1901360224427065,0.19450045523371728,298.15,100.0,92,7,19.2646,"[19.2646, 27.224, 44.4339, 63.366, 74.5889, 89.9597, 95.4348]",0.07513149990700185
B_00423_LB_00035_Cl_00480,423,35,480,0,-1874.808136,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00035_Cl_00480_0000.log,True,ok,,,-1875.17388604,-1874.9188302927041,-1874.914436728728,-1874.9147907671224,-1874.9186595106548,0.25505574729594593,0.2594493112718719,298.15,100.0,113,8,19.0713,"[19.0713, 28.733, 45.0794, 57.7058, 73.6066, 89.5427, 97.8302, 99.7195]",0.1789203998632729
B_00423_LB_00036_Cl_00480,423,36,480,10,-2063.357066,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00036_Cl_00480_0010.log,True,ok,,,-2063.73813617,-2063.4758013972755,-2063.4682722780467,-2063.4695687141693,-2063.474605958794,0.2623347727243023,0.2698638919534182,298.15,100.0,122,10,9.2167,"[9.2167, 22.9845, 32.4151, 35.1636, 43.713, 51.9383, 73.0053, 86.601, 94.1928, 99.4298]",0.125315299956128
B_00423_LB_00054_Cl_00480,423,54,480,0,-1771.75112,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00054_Cl_00480_0000.log,True,ok,,,-1771.97845493,-1771.8476176198633,-1771.8438028416422,-1771.8440067706997,-1771.8476051207676,0.13083731013669203,0.13465208835793074,298.15,100.0,77,7,24.5703,"[24.5703, 32.6947, 44.9238, 72.7039, 79.8978, 87.9454, 91.9546]",0.39562540012411773
B_00423_LB_00061_Cl_00480,423,61,480,0,-1947.198623,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00061_Cl_00480_0000.log,True,ok,,,-1947.51179179,-1947.3301984773386,-1947.3242240303211,-1947.3248381631602,-1947.3297404128632,0.18159331266140705,0.18756775967874917,298.15,100.0,101,9,12.0547,"[12.0547, 30.711, 42.7449, 44.2038, 54.1736, 68.0721, 76.8716, 89.895, 95.0783]",0.09928330010734499
B_00423_LB_00062_Cl_00480,423,62,480,10,-1924.342162,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00062_Cl_00480_0010.log,True,ok,,,-1924.6242366,-1924.4545244370113,-1924.449778841518,-1924.4501854548623,-1924.4542371691684,0.16971216298860647,0.1744577584818945,298.15,100.0,92,8,21.2593,"[21.2593, 28.3637, 33.3974, 53.556, 76.8125, 82.85, 93.5216, 98.0515]",0.12386500020511448
B_00423_LB_00070_Cl_00480,423,70,480,10,-2231.141426,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00070_Cl_00480_0010.log,True,ok,,,-2231.39553119,-2231.2344771260737,-2231.228784228179,-2231.229211527997,-2231.2342944508664,0.16105406392631239,0.16674696182092563,298.15,100.0,92,9,14.2425,"[14.2425, 21.5013, 39.367, 59.4959, 68.3318, 75.2148, 78.9542, 85.4634, 92.0423]",0.08213560003787279
B_00423_LB_00074_Cl_00479,423,74,479,1,-3320.311577,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00074_Cl_00479_0001.log,True,ok,,,-3320.64497245,-3320.454184028593,-3320.446599042079,-3320.447409562691,-3320.4535683109248,0.19078842140700206,0.19837340792082234,298.15,100.0,110,11,15.6915,"[15.6915, 17.4606, 30.4311, 43.2821, 52.4686, 57.9372, 64.0904, 73.1999, 79.3873, 82.0919, 90.4417]",0.11893840017728508
B_00423_LB_00074_Cl_00480,423,74,480,12,-3200.090109,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00074_Cl_00480_0012.log,True,ok,,,-3200.32016331,-3200.172269053786,-3200.1656791849828,-3200.166331876649,-3200.171836251216,0.14789425621436028,0.1544841250174271,298.15,100.0,92,11,10.5783,"[10.5783, 19.0924, 37.0851, 42.686, 64.8419, 77.1712, 78.9155, 87.5627, 88.9626, 91.7092, 97.7488]",0.12125999992713332
B_00423_LB_00074_Cl_00483,423,74,483,0,-3144.713697,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00074_Cl_00483_0000.log,True,ok,,,-3144.92529546,-3144.7961780369683,-3144.788434614341,-3144.7895430718504,-3144.7952105809154,0.12911742303184282,0.1368608456591064,298.15,100.0,86,10,9.8306,"[9.8306, 21.5809, 32.1434, 41.5812, 43.661, 52.2192, 63.867, 76.268, 83.96, 97.4021]",0.1152484999038279
B_00423_LB_00074_Cl_00492,423,74,492,10,-3015.29101,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00074_Cl_00492_0010.log,True,ok,,,-3015.50233643,-3015.3683553996193,-3015.3618256207037,-3015.362717979035,-3015.3676845836935,0.1339810303805627,0.14051080929629867,298.15,100.0,83,9,13.0349,"[13.0349, 16.015, 24.4235, 57.9751, 64.9637, 73.2702, 79.9283, 85.2045, 98.406]",0.21597269992344081
B_00423_LB_00075_Cl_00480,423,75,480,12,-2197.159555,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00075_Cl_00480_0012.log,True,ok,,,-2197.48332186,-2197.2854213440532,-2197.278055734732,-2197.279270388999,-2197.284255770581,0.19790051594693353,0.2052661252683144,298.15,100.0,104,9,9.4393,"[9.4393, 21.7118, 30.6325, 36.789, 50.3114, 59.7417, 70.2528, 86.0705, 92.0139]",0.1026244000531733
B_00423_LB_00077_Cl_00480,423,77,480,10,-2250.542881,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00077_Cl_00480_0010.log,True,ok,,,-2250.84466985,-2250.6440391302317,-2250.6380604591905,-2250.638514744192,-2250.6437700262886,0.20063071976856728,0.2066093908099056,298.15,100.0,104,10,14.5432,"[14.5432, 27.3179, 34.1839, 40.5463, 64.3934, 69.5266, 80.5243, 91.0289, 93.884, 99.5276]",0.08931700000539422
B_00423_LB_00077_Cl_00483,423,77,483,1,-2195.166861,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00077_Cl_00483_0001.log,True,ok,,,-2195.4476332,-2195.2663870484657,-2195.2592198605075,-2195.2602025107694,-2195.265628864717,0.1812461515343622,0.1884133394921739,298.15,100.0,98,10,11.952,"[11.952, 15.4135, 31.8868, 39.4604, 61.4877, 68.9071, 75.0546, 80.6965, 87.7568, 91.2861]",0.0939593999646604
B_00423_LB_00086_Cl_00479,423,86,479,0,-2405.967569,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00086_Cl_00479_0000.log,True,ok,,,-2406.41585264,-2406.148438957807,-2406.1399861777945,-2406.1416214912647,-2406.1467156975727,0.26741368219349043,0.2758664622054138,298.15,100.0,128,10,9.1097,"[9.1097, 15.9944, 33.528, 36.1109, 45.5362, 53.3777, 56.7148, 60.7276, 86.0377, 95.3119]",0.2199651999399066
B_00423_LB_00086_Cl_00480,423,86,480,10,-2285.743828,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00086_Cl_00480_0010.log,True,ok,,,-2286.08962002,-2285.8637946478193,-2285.857603740467,-2285.8584162995317,-2285.862917785583,0.22582537218055218,0.23201627953334383,298.15,100.0,110,9,18.7652,"[18.7652, 26.6123, 35.7233, 40.5415, 49.9532, 58.4357, 73.05, 88.9154, 98.016]",0.10521909990347922
B_00423_LB_00088_Cl_00480,423,88,480,10,-2347.583046,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00088_Cl_00480_0010.log,True,ok,,,-2347.92916738,-2347.7211865433883,-2347.715636351148,-2347.7156723951393,-2347.7213242649395,0.20798083661154235,0.21353102885159192,298.15,100.0,110,12,21.3831,"[21.3831, 36.7138, 42.0695, 46.4152, 58.1415, 70.6606, 74.8372, 78.3534, 86.6621, 87.7141, 94.7974, 99.2871]",0.10617499984800816
B_00423_LB_00088_Cl_00483,423,88,483,0,-2292.207666,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00088_Cl_00483_0000.log,True,ok,,,-2292.53625727,-2292.3449714737867,-2292.3397715229094,-2292.3397390292134,-2292.3451825595794,0.19128579621337224,0.19648574709055058,298.15,100.0,104,11,30.2465,"[30.2465, 35.9941, 41.5296, 47.5662, 60.0286, 67.1246, 73.4676, 78.9832, 88.9483, 90.6823, 94.4992]",0.11242920020595193
B_00423_LB_00089_Cl_00480,423,89,480,2,-2464.033077,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00089_Cl_00480_0002.log,True,ok,,,-2464.46493725,-2464.213699836309,-2464.20506695296,-2464.206263002798,-2464.21254537651,0.2512374136908697,0.25987029703996534,298.15,100.0,128,12,9.261,"[9.261, 23.5158, 31.3983, 34.1443, 45.6129, 54.5646, 58.5363, 61.896, 73.1181, 78.1727, 88.1898, 93.5733]",0.11384920007549226
B_00423_LB_00090_Cl_00480,423,90,480,0,-2268.041547,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00090_Cl_00480_0000.log,True,ok,,,-2268.2976987,-2268.1448900768896,-2268.1396755906094,-2268.140070341935,-2268.144537733553,0.1528086231105285,0.15802310939060055,298.15,100.0,89,8,20.5933,"[20.5933, 25.2982, 45.8822, 58.2297, 62.6361, 64.7502, 74.1582, 90.8028]",0.06854990008287132
B_00423_LB_00092_Cl_00483,423,92,483,1,-2523.930044,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00092_Cl_00483_0001.log,True,ok,,,-2524.41838369,-2524.156190157745,-2524.148820683409,-2524.1496114139622,-2524.1554225964783,0.2621935322550485,0.2695630065908227,298.15,100.0,134,11,12.3286,"[12.3286, 30.8184, 32.7395, 37.8671, 48.7312, 55.4241, 62.248, 76.6409, 78.0963, 85.9129, 93.6698]",0.14373679994605482
B_00423_LB_00095_Cl_00492,423,95,492,1,-2045.149883,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00095_Cl_00492_0001.log,True,ok,,,-2045.36673158,-2045.2391364523255,-2045.2327426898669,-2045.2336838550443,-2045.2381717560922,0.1275951276745257,0.13398889013308485,298.15,100.0,77,9,12.4357,"[12.4357, 18.0158, 33.8468, 44.7308, 53.9413, 74.733, 86.3446, 93.1502, 99.0937]",0.31790589983575046
B_00423_LB_00099_Cl_00492,423,99,492,1,-2240.841078,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00099_Cl_00492_0001.log,True,ok,,,-2241.23687197,-2241.0223958383312,-2241.0145367014075,-2241.0155035277658,-2241.021314240847,0.21447613166877244,0.22233526859214475,298.15,100.0,113,12,17.8474,"[17.8474, 27.9914, 28.4817, 36.9084, 43.8298, 48.6165, 60.1619, 65.9815, 73.0411, 78.1556, 93.2153, 95.495]",0.1472841000650078
B_00423_LB_00106_Cl_00478,423,106,478,0,-1529.7757,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00106_Cl_00478_0000.log,True,ok,,,-1530.04239966,-1529.8724468925252,-1529.86595772267,-1529.8672074832748,-1529.8712942890095,0.169952767474728,0.1764419373300325,298.15,100.0,86,8,10.7074,"[10.7074, 12.1896, 26.6364, 50.7546, 76.3996, 82.5176, 90.5169, 98.3965]",0.47621900006197393
B_00423_LB_00114_Cl_00481,423,114,481,11,-1902.686837,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00114_Cl_00481_0011.log,True,ok,,,-1903.01901013,-1902.8271432222168,-1902.8188382336389,-1902.8205812921365,-1902.8253717008135,0.19186690778308685,0.2001718963611625,298.15,100.0,104,9,9.249,"[9.249, 18.3388, 21.9058, 35.189, 39.6976, 44.4299, 77.6307, 84.957, 93.7132]",0.09371129982173443
B_00423_LB_00114_Cl_00492,423,114,492,10,-2275.907802,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00114_Cl_00492_0010.log,True,ok,,,-2276.26068326,-2276.071001943256,-2276.065035403611,-2276.0658277457783,-2276.070310223312,0.18968131674401534,0.19564785638904952,298.15,100.0,104,9,14.0416,"[14.0416, 27.2853, 33.5226, 46.1146, 58.0802, 73.8836, 80.9164, 85.695, 97.0608]",0.10381200001575053
B_00423_LB_00121_Cl_00483,423,121,483,3,-3021.306057,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00121_Cl_00483_0003.log,True,ok,,,-3021.72924711,-3021.495566998847,-3021.485521230021,-3021.4870035179624,-3021.494196936387,0.23368011115288984,0.24372587997917622,298.15,100.0,140,13,12.3827,"[12.3827, 22.4076, 26.4022, 34.4692, 39.0903, 39.5269, 48.5101, 52.4159, 61.3279, 72.4493, 75.2899, 79.0573, 83.5869]",0.1395982000976801
B_00423_LB_00121_Cl_00492,423,121,492,10,-2891.883386,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00121_Cl_00492_0010.log,True,ok,,,-2892.30704438,-2892.0678295817447,-2892.0594863335946,-2892.060355660053,-2892.0671066765785,0.23921479825529923,0.2475580464057323,298.15,100.0,137,14,18.7514,"[18.7514, 28.5397, 34.3642, 40.2163, 41.3936, 48.3943, 56.0309, 60.3002, 66.5909, 70.3151, 78.682, 80.3362, 93.8475, 96.3029]",0.14396629994735122
B_00423_LB_00123_Cl_00480,423,123,480,0,-2878.232206,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00123_Cl_00480_0000.log,True,ok,,,-2878.70205841,-2878.431723511239,-2878.421702539466,-2878.423167910427,-2878.4302521430996,0.27033489876119493,0.2803558705340121,298.15,100.0,146,15,17.5173,"[17.5173, 21.3405, 28.5474, 30.9584, 36.031, 44.176, 46.4404, 52.7856, 61.723, 66.4024, 74.6096, 79.5377, 83.6288, 89.1174, 96.0111]",0.16380360000766814
B_00423_LB_00124_Cl_00483,423,124,483,1,-2822.844182,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00124_Cl_00483_0001.log,True,ok,,,-2823.30487304,-2823.05011889776,-2823.0417909325743,-2823.042627657185,-2823.0493934446326,0.2547541422402046,0.2630821074257921,298.15,100.0,140,14,20.6915,"[20.6915, 28.3573, 31.8243, 35.5383, 38.3751, 51.196, 55.8335, 60.7055, 67.4558, 78.0205, 81.1438, 83.0062, 88.251, 98.546]",0.15661789989098907
B_00423_LB_00126_Cl_00492,423,126,492,10,-2321.875678,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00126_Cl_00492_0010.log,True,ok,,,-2322.38532535,-2322.0662774567654,-2322.0603323982323,-2322.0605476671976,-2322.0661568194746,0.31904789323451865,0.3249929517678434,298.15,100.0,143,11,26.5814,"[26.5814, 31.6859, 39.6077, 46.8375, 53.6321, 57.5804, 63.8337, 70.1841, 88.7926, 90.8101, 99.464]",0.12435390008613467
B_00423_LB_00137_Cl_00492,423,137,492,10,-2470.908754,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00137_Cl_00492_0010.log,True,ok,,,-2471.41432145,-2471.128970891749,-2471.1187700993764,-2471.1204318713644,-2471.1271664153055,0.2853505582512955,0.2955513506236541,298.15,100.0,140,13,11.1974,"[11.1974, 18.7976, 25.9508, 32.091, 38.5677, 46.4091, 49.4318, 54.3904, 59.727, 65.6008, 74.5725, 85.1679, 88.7513]",0.2842852999456227
B_00423_LB_00140_Cl_00483,423,140,483,1,-2217.007214,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00140_Cl_00483_0001.log,True,ok,,,-2217.31821245,-2217.1358268279905,-2217.1277089308446,-2217.1291450832823,-2217.1344268913967,0.18238562200924502,0.19050351915545938,298.15,100.0,101,11,9.0536,"[9.0536, 20.9726, 31.5975, 32.7691, 41.7916, 57.9766, 68.944, 73.3933, 83.0776, 90.3276, 95.5436]",0.2158878999762237
B_00423_LB_00141_Cl_00479,423,141,479,10,-2305.623133,False,True,E:\work\B_Cl_Nu\Sum\TS_needIRC\B_00423_Nu_00141_Cl_00479_0010.log,True,ok,,,-2305.82808792,-2305.741672529468,-2305.734394770687,-2305.73570162791,-2305.7403718004302,0.08641539053235509,0.09369314931346259,298.15,100.0,74,9,13.34,"[13.34, 17.0442, 28.4674, 44.0802, 52.1953, 59.6684, 65.7811, 80.5982, 89.8601]",0.06644520000554621
